complex_id,pdb_id,protein_chain,ligand_resname,ligand_smiles,target_name,species,uniprot_id,label_type,label_value,label_unit,activity_type,n_measurements,molecule_chembl_ids,template_structure_id,template_quality_score,template_resolution,template_ligand_resname,data_source,pdb_path
hkpocket_4y85_P_9,4y85,A,499,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y85_P_9,,,499,HKPocket STE,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in STE group/STE/4y85/4y85_P_9_res.pdb
hkpocket_4y8d_P_0,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_0,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_0_res.pdb
hkpocket_4y8d_P_0_0,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_0_0,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_0_0_res.pdb
hkpocket_4y8d_P_0_1,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_0_1,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_0_1_res.pdb
hkpocket_4y8d_P_0_2,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_0_2,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_0_2_res.pdb
hkpocket_4y8d_P_1,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_1,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_1_res.pdb
hkpocket_4y8d_P_1_0,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_1_0,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_1_0_res.pdb
hkpocket_4y8d_P_1_1,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_1_1,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_1_1_res.pdb
hkpocket_4y8d_P_2,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_2,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_2_res.pdb
hkpocket_4y8d_P_2_0,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_2_0,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_2_0_res.pdb
hkpocket_4y8d_P_2_1,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_2_1,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_2_1_res.pdb
hkpocket_4y8d_P_3,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_3,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_3_res.pdb
hkpocket_4y8d_P_3_0,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_3_0,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_3_0_res.pdb
hkpocket_4y8d_P_3_1,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_3_1,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_3_1_res.pdb
hkpocket_4y8d_P_3_2,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_3_2,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_3_2_res.pdb
hkpocket_4y8d_P_4,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_4,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_4_res.pdb
hkpocket_4y8d_P_4_0,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_4_0,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_4_0_res.pdb
hkpocket_4y8d_P_4_1,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_4_1,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_4_1_res.pdb
hkpocket_4y8d_P_5,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_5,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_5_res.pdb
hkpocket_4y8d_P_5_0,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_5_0,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_5_0_res.pdb
hkpocket_4y8d_P_5_1,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_5_1,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_5_1_res.pdb
hkpocket_4y8d_P_6,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_6,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_6_res.pdb
hkpocket_4y8d_P_7,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_7,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_7_res.pdb
hkpocket_4y8d_P_8,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_8,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_8_res.pdb
hkpocket_4y8d_P_9,4y8d,A,49J,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4y8d_P_9,,,49J,HKPocket Other,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in Other group/Other/4y8d/4y8d_P_9_res.pdb
hkpocket_4yfi_P_0,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_0,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_0_res.pdb
hkpocket_4yfi_P_1,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_1,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_1_res.pdb
hkpocket_4yfi_P_10,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_10,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_10_res.pdb
hkpocket_4yfi_P_1_0,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_1_0,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_1_0_res.pdb
hkpocket_4yfi_P_1_1,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_1_1,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_1_1_res.pdb
hkpocket_4yfi_P_2,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_2,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_2_res.pdb
hkpocket_4yfi_P_2_0,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_2_0,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_2_0_res.pdb
hkpocket_4yfi_P_2_1,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_2_1,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_2_1_res.pdb
hkpocket_4yfi_P_2_2,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_2_2,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_2_2_res.pdb
hkpocket_4yfi_P_3,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_3,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_3_res.pdb
hkpocket_4yfi_P_3_0,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_3_0,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_3_0_res.pdb
hkpocket_4yfi_P_3_1,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_3_1,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_3_1_res.pdb
hkpocket_4yfi_P_4,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_4,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_4_res.pdb
hkpocket_4yfi_P_4_0,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_4_0,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_4_0_res.pdb
hkpocket_4yfi_P_4_1,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_4_1,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_4_1_res.pdb
hkpocket_4yfi_P_5,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_5,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_5_res.pdb
hkpocket_4yfi_P_5_0,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_5_0,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_5_0_res.pdb
hkpocket_4yfi_P_5_1,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_5_1,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_5_1_res.pdb
hkpocket_4yfi_P_5_2,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_5_2,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_5_2_res.pdb
hkpocket_4yfi_P_6,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_6,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_6_res.pdb
hkpocket_4yfi_P_7,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_7,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_7_res.pdb
hkpocket_4yfi_P_7_0,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_7_0,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_7_0_res.pdb
hkpocket_4yfi_P_7_1,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_7_1,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_7_1_res.pdb
hkpocket_4yfi_P_8,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_8,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_8_res.pdb
hkpocket_4yfi_P_9,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_9,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_9_res.pdb
hkpocket_4yfi_P_9_0,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_9_0,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_9_0_res.pdb
hkpocket_4yfi_P_9_1,4yfi,A,4CW,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yfi_P_9_1,,,4CW,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/4yfi/4yfi_P_9_1_res.pdb
hkpocket_4yhj_P_0,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_0,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_0_res.pdb
hkpocket_4yhj_P_0_0,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_0_0,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_0_0_res.pdb
hkpocket_4yhj_P_0_1,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_0_1,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_0_1_res.pdb
hkpocket_4yhj_P_0_2,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_0_2,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_0_2_res.pdb
hkpocket_4yhj_P_0_3,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_0_3,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_0_3_res.pdb
hkpocket_4yhj_P_0_4,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_0_4,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_0_4_res.pdb
hkpocket_4yhj_P_1,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_1,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_1_res.pdb
hkpocket_4yhj_P_10,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_10,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_10_res.pdb
hkpocket_4yhj_P_11,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_11,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_11_res.pdb
hkpocket_4yhj_P_11_0,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_11_0,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_11_0_res.pdb
hkpocket_4yhj_P_11_1,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_11_1,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_11_1_res.pdb
hkpocket_4yhj_P_12,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_12,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_12_res.pdb
hkpocket_4yhj_P_13,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_13,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_13_res.pdb
hkpocket_4yhj_P_14,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_14,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_14_res.pdb
hkpocket_4yhj_P_15,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_15,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_15_res.pdb
hkpocket_4yhj_P_16,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_16,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_16_res.pdb
hkpocket_4yhj_P_17,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_17,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_17_res.pdb
hkpocket_4yhj_P_18,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_18,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_18_res.pdb
hkpocket_4yhj_P_19,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_19,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_19_res.pdb
hkpocket_4yhj_P_1_0,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_1_0,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_1_0_res.pdb
hkpocket_4yhj_P_1_1,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_1_1,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_1_1_res.pdb
hkpocket_4yhj_P_2,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_2,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_2_res.pdb
hkpocket_4yhj_P_20,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_20,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_20_res.pdb
hkpocket_4yhj_P_3,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_3,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_3_res.pdb
hkpocket_4yhj_P_3_0,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_3_0,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_3_0_res.pdb
hkpocket_4yhj_P_3_1,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_3_1,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_3_1_res.pdb
hkpocket_4yhj_P_4,4yhj,A,AN2,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,4yhj_P_4,,,AN2,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/4yhj/4yhj_P_4_res.pdb
